Rxn id,Rxn description,Formula,Gene-reaction association,Genes,Proteins,Subsystem,Reversible,LB,UB,Objective,Confidence Score,EC Number,Notes,References,,,
DOLPMT2,dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase,0.1 dolmanp_L_c + 0.1 m5mpdol_L_c => 0.1 dolp_c + h_c + 0.1 m6mpdol_L_c,(MAL13P1_210),MAL13P1_210,,Lipids GPIAnchorBiosynthesis ; Lipids DolicholMetabolism,0,0,1000,0,,2.4.1.130,replaced dolp_L with dolp,,,,
DOLPMT3,dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase,0.1 dolmanp_L_c + 0.1 m6mpdol_L_c => 0.1 dolp_c + h_c + 0.1 m7mpdol_L_c,(MAL13P1_210),MAL13P1_210,,Lipids GPIAnchorBiosynthesis ; Lipids DolicholMetabolism,0,0,1000,0,,2.4.1.130,replaced dolp_L with dolp,,,,
DOLPMT4,dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase,0.1 dolmanp_L_c + 0.1 m7mpdol_L_c => 0.1 dolp_c + h_c + 0.1 m8mpdol_L_c,(MAL13P1_210),MAL13P1_210,,Lipids GPIAnchorBiosynthesis ; Lipids DolicholMetabolism,0,0,1000,0,,2.4.1.130,replaced dolp_L with dolp,,,,
pppg9_ex,protoporphryrin exchange,ppp9_c =>,,,,Exchange,0,0,1000,0,,,added ,,,,
HMGLB,hemoglobin breakdown,hb_c => 36 ala_L_c + 6 arg_L_c + 10 asn_L_c + 15 asp_L_c + 3 cys_L_c + 4 gln_L_c + 12 glu_L_c + 20 gly_c + 19 his_L_c + 36 leu_L_c + 22 lys_L_c + 5 met_L_c + 15 phe_L_c + 14 pro_L_c + 16 ser_L_c + 16 thr_L_c + 3 trp_L_c + 6 tyr_L_c + 31 val_L_c + pheme_fv,((((PF14_0076) and (PF14_0077) and (PF14_0078) and (PF14_0075) and (PF13_0133) and (PF3D7_0311700) and (PF3D7_1033800) and (PF3D7_1465700) and (PF3D7_1430200) and (PF3D7_0808200)) or ((PF11_0161) and (PF11_0162) and (PF11_0165))) and (MAL13P1_56) and (PF14_0015) and  (PF14_0517) and (PFI1570c) and (PF11_0174) and (PFL2290w) and (PF13_0322) and (PF14_0439) and (PFE1360c) and (MAL8P1_140) and (PF10_0150) and (PF14_0327) and (PFF1430c) and (PFE0355c) and (PFE0370c) and (PF11_0381) and (PF14_0574)),MAL13P1_56 PF14_0015 PF14_0517 PFI1570c PF11_0174 PFL2290w PF13_0322 PF11_0162 PF11_0165 PF14_0574 PF11_0161 PF14_0439 PFE1360c MAL8P1_140 PF10_0150 PF14_0327 PF14_0076 PF14_0077 PF14_0075 PFF1430c PFE0355c PFE0370c PF11_0381,,Hemoglobin digestion,0,0,1000,0,,,ADD Fer; for ECs see: http://mpmp.huji.ac.il/maps/hemoglobinpolpath.html; made Plasmepsins and Falcipains OR relationship; added several Plasmepsins,MPMP; doi: 10.1073/pnas.0601876103,,,
ADCL,aminodeoxychorismate lyase,4adcho_c => 4abz_c + h_c + pyr_c,(PF14_0557),PF14_0557,,"Cofactors ShikimateBiosynthesis, Cofactors FolateBiosynthesis",0,0,1000,0,,4.1.3.38,"Added Folate annotations, corrected gene",PlasmoDB,,,
HCO3E,carbonate dehydratase,co2_c + h2o_c => h_c + hco3_c,(PF11_0410),PF11_0410,,Nucleotides PyrimidineMetabolism ; Lipids FattyAcidSynthesis ; Carbohydrates PyruvateMetabolism,0,0,1000,0,,4.2.1.1,Added irrev. Note: PF11_0411 is same gene,Plasmodb,,,
SELCYSS,L-Seryl-tRNASec selenium transferase,selnp_c + psertrna_sec_c + h2o_c => 2 pi_c + sectrna_c,(PFL0255c) and (PFF1425w),PFL0255c PFF1425w,,AminoAcids SelenocysteineMetabolism ; AminoAcids tRNA,0,0,1000,0,,2.9.1.1,Added second gene; broke into two steps (including pstk reaction); uncertain ec (could be 2.9.1.2,MPMP,,,
TRPTRS,Tryptophan-tRNA ligase,atp_c + trnatrp_c + trp_L_c => amp_c + ppi_c + trptrna_c,(PF13_0205) or (PFL2485c),PF13_0205 PFL2485c,,AminoAcids TrpMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.2,Added subsystem; changed to Trp,MPMP,,,
TYRTA,tyrosine transaminase,akg_c + tyr_L_c <=> 34hpp_c + glu_L_c,(PFB0200c),PFB0200c,,Carbohydrates PyruvateMetabolism ; AminoAcids GluMetabolism ; AminoAcids PheTyrMetabolism,1,-1000,1000,0,,2.6.1.5,"Added subsystems; ec also 2.6.1.1 if in mito, check??? (kegg)",MPMP,,,
GLNTRS,Glutamine-tRNA ligase,atp_c + gln_L_c + trnagln_c => amp_c + glntrna_c + ppi_c,(PF13_0170),PF13_0170,,AminoAcids GluMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.18,"Added tRNA, MPMP wrong genes",PlasmoDB,,,
THMP,acid phosphatase,h2o_c + thmmp_c => pi_c + thm_c,(PF07_0059),PF07_0059,,Cofactors RiboflavinMetabolism,0,0,1000,0,,3.1.3.2,changed gene,MPMP/DOI: 10.1016/j.jsb.2012.02.009,,,
TKT1,transketolase,r5p_c + xu5p_D_c <=> g3p_c + s7p_c,(PFF0530w),PFF0530w,,Carbohydrates PentosePhosphateCycle,1,-1000,1000,0,,2.2.1.1,"checked, needs thmpp_c cofactor","MPMP, expasy",,,
TKT2,transketolase,e4p_c + xu5p_D_c <=> f6p_c + g3p_c,(PFF0530w),PFF0530w,,Carbohydrates PentosePhosphateCycle,1,-1000,1000,0,,2.2.1.1,"checked, needs thmpp_c cofactor",expasy,,,
DTMPK,dTMP kinase,atp_c + dtmp_c <=> adp_c + dtdp_c,(PFL2465c),PFL2465c,,Nucleotides PyrimidineMetabolism,0,0,1000,0,,2.7.4.9,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.203,,,
DUMPK,dTMP kinase,atp_c + dump_c <=> adp_c + dudp_c,(PFL2465c),PFL2465c,,Nucleotides PyrimidineMetabolism,0,0,1000,0,,2.7.4.9,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.204,,,
UMPK,cytidylate kinase,atp_c + ump_c <=> adp_c + udp_c,(PFA0555c),PFA0555c,,Nucleotides PyrimidineMetabolism,0,0,1000,0,,2.7.4.14,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.205,,,
NDPK2,nucleoside-diphosphate kinase,atp_c + udp_c => adp_c + utp_c,(PF13_0349) or (PFF0275c),PF13_0349 PFF0275c,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Lipids DolicholMetabolism,0,0,1000,0,,2.7.4.6,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.206,,,
NDPK3,nucleoside-diphosphate kinase,atp_c + cdp_c => adp_c + ctp_c,(PF13_0349) or (PFF0275c),PF13_0349 PFF0275c,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Lipids DolicholMetabolism,0,0,1000,0,,2.7.4.6,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.207,,,
NDPK4,nucleoside-diphosphate kinase,atp_c + dtdp_c => adp_c + dttp_c,(PF13_0349) or (PFF0275c),PF13_0349 PFF0275c,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Lipids DolicholMetabolism,0,0,1000,0,,2.7.4.6,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.208,,,
NDPK5,nucleoside-diphosphate kinase,atp_c + dgdp_c => adp_c + dgtp_c,(PF13_0349) or (PFF0275c),PF13_0349 PFF0275c,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Lipids DolicholMetabolism,0,0,1000,0,,2.7.4.6,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.209,,,
NDPK7,nucleoside-diphosphate kinase,atp_c + dcdp_c => adp_c + dctp_c,(PF13_0349) or (PFF0275c),PF13_0349 PFF0275c,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Lipids DolicholMetabolism,0,0,1000,0,,2.7.4.6,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.210,,,
NDPK8,nucleoside-diphosphate kinase,atp_c + dadp_c => adp_c + datp_c,(PF13_0349) or (PFF0275c),PF13_0349 PFF0275c,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Lipids DolicholMetabolism,0,0,1000,0,,2.7.4.6,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.211,,,
NDPK1,nucleoside-diphosphate kinase,atp_c + gdp_c => adp_c + gtp_c,(PF13_0349) or (PFF0275c),PF13_0349 PFF0275c,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Lipids DolicholMetabolism,0,0,1000,0,,2.7.4.6,checked; reversibility assumption,MPMP; doi:  10.1038/nprot.2009.212,,,
PPA,inorganic diphosphatase,h2o_c + ppi_c => 2 h_c + 2 pi_c,(PF14_0541) or (PFC0710w),PF14_0541 PFC0710w,,Nucleotides PurineMetabolism ; Lipids TerpenoidMetabolism,0,0,1000,0,,3.6.1.1,"corrected stoic, checked",PlasmoDB; MPMP,,,
G6PDH2r,glucose-6-phosphate dehydrogenase,g6p_c + nadp_c => 6pgl_c + h_c + nadph_c,(PF14_0511),PF14_0511,,Carbohydrates PentosePhosphateCycle,0,0,1000,0,,1.1.1.49,made irrev,MPMP,,,
OPHHX_mt,OPHHX mt,2oph_m + nadph_m + 0.5 o2_m => 2ohph_m + nadp_m + h2o_m,(PF08_0068),PF08_0068,,Cofactors UbiquinoneMetabolism,0,0,1000,0,,1.14.13.8,"NADPH, EC, gene added; irreversible",MPMP,,,
ILETA,branched-chain-amino-acid transaminase,akg_c + ile_L_c <=> 3mop_c + glu_L_c,,,,AminoAcids LeuIleValMetabolism,0,0,1000,0,,2.6.1.42,removed gene; made unidirectional because ile import is needed for growth,"expasy, Plasmodb",,,
CBPSam,Carbamoyl-phosphate synthase (ammonia),2 atp_c + hco3_c + nh4_c => 2 adp_c + cbp_c + 2 h_c + pi_c,(PF13_0044),PF13_0044,,AminoAcids NitrogenMetabolism,0,0,1000,0,,6.3.4.16,removed Glu met,MPMP,,,
ASPTA,aspartate transaminase,akg_c + asp_L_c <=> glu_L_c + oaa_c,(PFB0200c),PFB0200c,,AminoAcids AsnAspMetabolism ; Carbohydrates PyruvateMetabolism ; AminoAcids GluMetabolism,1,-1000,1000,0,,2.6.1.1,removed Mitochondrial version,"Wrenger et al, J Mol Biol 2010",,,
1_7_1_3_mt,nitrate reductase (NADPH),h_m + nadph_m + no3_m => h2o_m + nadp_m + no2_m,(PF13_0353),PF13_0353,,AminoAcids NitrogenMetabolism,0,0,1000,0,,1.7.1.3,requires Fe as cofactor,,,,
1_7_1_1_mt,nitrate reductase (NADH),h_m + nadh_m + no3_m => h2o_m + nad_m + no2_m,(PF13_0353),PF13_0353,,AminoAcids NitrogenMetabolism,0,0,1000,0,,1.7.1.1,requires Fe as cofactor; also 1.7.1.3,expasy,,,
CYTK1,cytidylate kinase,atp_c + cmp_c <=> adp_c + cdp_c,(PFA0555c),PFA0555c,,Nucleotides PyrimidineMetabolism,0,0,1000,0,,2.7.4.14,reversibility assumption,,,,
CYTK2,cytidylate kinase,atp_c + dcmp_c <=> adp_c + dcdp_c,(PFA0555c),PFA0555c,,Nucleotides PyrimidineMetabolism,0,0,1000,0,,2.7.4.14,reversibility assumption,,,,
SHKK,shikimate kinase,atp_c + skm_c => adp_c + h_c + skm5p_c,(PF02_0059) and (PF02_0060) and (PF3D7_0206400) and (PFB0279w) and (PFB0280w),PF02_0059 PF02_0060 PF3D7_0206400 PFB0279w PFB0280w,,Cofactors ShikimateBiosynthesis,0,0,1000,0,,2.7.1.71,shikimate 3p or 5p? replaced gene,MPMP,,,
HMT,homocysteine S-methyltransferase,amet_c + hcys_L_c => 2 met_L_c,(PFL1625w),PFL1625w,,AminoAcids MetPolyamineMetabolism,0,0,1000,0,,2.1.1.10,added,"MPMP, Expasy, PlasmoDb",,,
ORNCT,Ornithine carbamoyltransferase,orn_c + cbp_c => pi_c + citrul_c,(MAL13P1_221),MAL13P1_221,,AminoAcids MetPolyamineMetabolism,0,0,1000,0,,2.1.3.3,added,MPMP,,,
2.1.1.12,s-adenosyl-L-methionine-dependent methyltransferase,amet_c + met_L_c => ahcys_c + mmet_c,(PF10_0197),PF10_0197,,AminoAcids MetPolyamineMetabolism,0,0,1000,0,,2.1.1.12,added,MPMP; PlasmoDb,,,
PNTH,pantetheine hydrolase,pnte_c + h2o_c <=> pnto_R_c + 2aeth_c,,,,Cofactors CoABiosynthesis,1,-1000,1000,0,med,3.5.1.92,added,"MPMP, PlasmoDB, expasy",,,
PNTK2,Pantothenate kinase 2,pnte_c + atp_c => adp_c + pan4p_c,(PF14_0200),PF14_0200,,Cofactors CoABiosynthesis,0,0,1000,0,,2.7.1.33,added,"MPMP, PlasmoDB",,,
HMBZ,hemozoin production,pheme_fv => hemozoin_fv,(PF14_0446),PF14_0446,,Hemozoin production,0,0,1000,0,,4.99.1.8,added,MPMP,,,
Hfv,heme_out_of_foodvacuole,pheme_fv => pheme_c,,,,Hemoglobin digestion,0,0,1000,0,,,added,,,,
HMBZ_out,hemozoin_out,hemozoin_e =>,,,,Exchange,0,0,1000,0,,,added,MPMP,,,
HMBZex,homozoin excretion,hemozoin_fv => hemozoin_e,,,,Hemozoin production,0,0,1000,0,,,added,MPMP,,,
HcysE,Homocysteine_export,hcys_L_c => hcys_l_e,,,,Export,0,0,1000,0,,,added,MPMP,,,
GLNGLU,glutamyl-tRNA amidotransferase,glntrna_c + adp_c + pi_c + glu_L_c <=> atp_c + gln_L_c + glutrna_c,(PFD0780w) and (PFF1395c),PFD0780w PFF1395c,,AminoAcids GluMetabolism ; AminoAcids tRNA,1,-1000,1000,0,low,6.3.5.7,Added reaction,MPMP,,,
PSTK,pstk,atp_c + sertrna_sec__c => adp_c + psertrna_sec_c,(PFA0185w),PFA0185w,,AminoAcids SelenocysteineMetabolism ; AminoAcids tRNA,1,-1000,1000,0,,2.7.1.164,Added reaction,"MPMP, expasy",,,
PYRDAT,B6- 4-Pyridoxate formation,pydx_c => pyrdat_c,(MAL13P1_324) or (PF14_0088),MAL13P1_324 PF14_0088,,Cofactors VitB6Metabolism,0,0,1000,0,low,1.1.1.21,added reaction,MPMP,,,
GCM,glucosylceramide flip to external membrane,gluside_c => gluside_e,(PFI0775w),PFI0775w,,Lipids SphingomyelinCeramideMetabolism ; Export,0,0,1000,0,,,added reaction,MPMP,,,
2.4.1.141,2.4.1.141,naglc2p_L_c + uacgam_c <=> g3m8mpdol_L_c + udp_c,(PFB0515w) or (MAL8P1_133),PFB0515w MAL8P1_133,,Carbohydrates AminosugarsMetabolism,1,-1000,1000,0,,2.4.1.141,added reaction,MPMP,,,
LAC,lactate excretion,lac_L_c => lac_L_e,(PFB0465c) or (PFI1295c),PFB0465c PFI1295c,,Export,0,0,1000,0,,,Added reaction,MPMP,,,
THZPSN_mt2,cysteine desulfurase2,cys_L_m + dxyl5p_m + gly_m => 4hba_m + 4mhetz_m + ala_L_m + co2_m,((MAL7P1_150) or (PF07_0068)) and ((PF13_0182) or (PF13_0344)),MAL7P1_150 PF07_0068 PF13_0182 PF13_0344,,Cofactors ThiamineMetabolism,0,0,1000,0,,2.8.1.7,"added reaction (alt AA), added 2 genes",MPMP,,,
PYK_ap2,pyruvate kinase2,gdp_ap + h_ap + pep_ap => gtp_ap + pyr_ap,(PF10_0363),PF10_0363,,Carbohydrates Glycolysis ; Carbohydrates PyruvateMetabolism ; Lipids IsoprenoidsMetabolism ; Lipids FattyAcidSynthesis,0,0,1000,0,,2.7.1.40,Added reaction (alt Pi acceptor),MPMP,,,
AMPPT1,AMP phosphotransferase1,udp_c + adp_c <=> utp_c + amp_c,(PFD0755c),PFD0755c,,Nucleotides PyrimidineMetabolism,1,-1000,1000,0,,2.7.4.10,Added reaction from MPMP,MPMP,,,
AMPPT2,AMP phosphotransferase2,gdp_c + adp_c <=> gtp_c + amp_c,(PFD0755c),PFD0755c,,Nucleotides PurineMetabolism,1,-1000,1000,0,,2.7.4.10,Added reaction from MPMP,,,,
SPMS2,spermidine synthase alt,ametam_c + spmd_c => 5mta_c + h_c + sperm_c,(PF11_0301),PF11_0301,,AminoAcids MetPolyamineMetabolism,0,0,1000,0,,2.5.1.16,alternate- added,doi: 10.1016/j.molbiopara.2005.04.004,,,
RNDR5,ribonucleoside-diphosphate reductase,utp_c + trdrd_c => dudp_c + h2o_c + trdox_c,(PF10_0154) and (PF14_0053) and (PF14_0352),PF10_0154 PF14_0053 PF14_0352,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Redox RedoxMetabolism,0,0,1000,0,,1.17.4.1,add reaction; or to and (subunits),Plasmodb,,,
NTD1,5'-nucleotidase,dump_c + h2o_c => duri_c + pi_c,,,,Nucleotides PurineMetabolism,0,0,1000,0,,3.1.3.5,(remove duplicate) IMP specific gene,Plasmodb,,,
NTD10,5'-nucleotidase,h2o_c + xmp_c => pi_c + xtsn_c,,,,Nucleotides PurineMetabolism,0,0,1000,0,,3.1.3.5,(remove duplicate) IMP specific gene,Plasmodb,,,
NTD2,5'-nucleotidase,h2o_c + ump_c => pi_c + uri_c,,,,Nucleotides PurineMetabolism,0,0,1000,0,,3.1.3.5,(remove duplicate) IMP specific gene,Plasmodb,,,
NTD6,5'-nucleotidase,damp_c + h2o_c => dad_2_c + pi_c,,,,Nucleotides PurineMetabolism,0,0,1000,0,,3.1.3.5,(remove duplicate) IMP specific gene,Plasmodb,,,
NTD7,5'-nucleotidase,amp_c + h2o_c => adn_c + pi_c,,,,Nucleotides PurineMetabolism,0,0,1000,0,,3.1.3.5,(remove duplicate) IMP specific gene,Plasmodb,,,
NTD8,5'-nucleotidase,dgmp_c + h2o_c => dgsn_c + pi_c,,,,Nucleotides PurineMetabolism,0,0,1000,0,,3.1.3.5,(remove duplicate) IMP specific gene,Plasmodb,,,
NTD9,5'-nucleotidase,gmp_c + h2o_c => gsn_c + pi_c,,,,Nucleotides PurineMetabolism,0,0,1000,0,,3.1.3.5,(remove duplicate) IMP specific gene,Plasmodb,,,
LEUTA,branched-chain-amino-acid transaminase,akg_c + leu_L_c <=> 4mop_c + glu_L_c,,,,AminoAcids LeuIleValMetabolism,1,-1000,1000,0,,2.6.1.42,removed gene,"expasy, Plasmodb",,,
VALTA,branched-chain-amino-acid transaminase,akg_c + val_L_c <=> 3mob_c + glu_L_c,,,,AminoAcids LeuIleValMetabolism,1,-1000,1000,0,,2.6.1.42,removed gene,"expasy, Plasmodb",,,
THMDP,acid phosphatase,2 h2o_c + thmpp_c => h_c + 2 pi_c + thm_c,,,,Cofactors RiboflavinMetabolism,0,0,1000,0,,3.1.3.2,Removed gene,DOI: 10.1016/j.jsb.2012.02.009,,,
FOLATEt,FOLATEt,fol_e <=> fol_c,(MAL8P1_13) or (PF11_0172),MAL8P1_13 PF11_0172,,Transport e,1,-1000,1000,0,,,removed PF10_0215,Plasmodb; DOI: 10.1074/jbc.M111.286054,,,
GLUTRS,Glutamate-tRNA ligase,atp_c + glu_L_c + trnaglu_c => amp_c + glutrna_c + ppi_c,(MAL13P1_281) or (PF13_0257),MAL13P1_281 PF13_0257,,AminoAcids GluMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.17,Removed PF13_0170,,,,
ADEt,ADEt,ade_e <=> ade_c,(PFA0160c) or (MAL8P1_32) or (PF13_0252) or (PF14_0662),MAL8P1_32 PF13_0252 PF14_0662 PFA0160c,,Transport e,1,-1000,1000,0,,,Removed PF13_0352,,,,
METTRS,Methionine-tRNA ligase,atp_c + met_L_c + trnamet_c => amp_c + mettrna_c + ppi_c,(PF10_0053) or (PF10_0340),PF10_0053 PF10_0340,,AminoAcids MetPolyamineMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.10,Removed PF14_0401,PlasmoDB,,,
ASNTRS,Asparagine-tRNA ligase,asn_L_c + atp_c + trnaasn_c => amp_c + asntrna_c + ppi_c,(PFB0525w) or (PFE0475w),PFB0525w PFE0475w,,AminoAcids AsnAspMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.22,Removed PFE0715w; added trna,MPMP,,,
FMNAT,FAD synthetase,atp_c + fmn_c + h_c => fad_c + ppi_c,(PF10_0147),PF10_0147,,Cofactors RiboflavinMetabolism,0,0,1000,0,,2.7.7.2,Removed second gene,DOI: 10.1016/j.jsb.2012.02.009,,,
PHETRS,Phenylalanine-tRNA ligase,atp_c + phe_L_c + trnaphe_c => amp_c + phetrna_c + ppi_c,((PF11_0051) and (PFL1540c)) or (PFA0480w) or (PFF0180w),PF11_0051 PFA0480w PFF0180w PFL1540c,,AminoAcids PheTyrMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.20,Added and statement; added tRNA,,,,
RNDR1,ribonucleoside-diphosphate reductase,adp_c + trdrd_c => dadp_c + h2o_c + trdox_c,(PF10_0154) and (PF14_0053) and (PF14_0352),PF10_0154 PF14_0053 PF14_0352,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Redox RedoxMetabolism,0,0,1000,0,,1.17.4.1,or to and (subunits),Plasmodb,,,
RNDR2,ribonucleoside-diphosphate reductase,gdp_c + trdrd_c => dgdp_c + h2o_c + trdox_c,(PF10_0154) and (PF14_0053) and (PF14_0352),PF10_0154 PF14_0053 PF14_0352,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Redox RedoxMetabolism,0,0,1000,0,,1.17.4.1,or to and (subunits),Plasmodb,,,
RNDR3,ribonucleoside-diphosphate reductase,cdp_c + trdrd_c => dcdp_c + h2o_c + trdox_c,(PF10_0154) and (PF14_0053) and (PF14_0352),PF10_0154 PF14_0053 PF14_0352,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Redox RedoxMetabolism,0,0,1000,0,,1.17.4.1,or to and (subunits),Plasmodb,,,
RNDR4,ribonucleoside-diphosphate reductase,trdrd_c + udp_c => dudp_c + h2o_c + trdox_c,(PF10_0154) and (PF14_0053) and (PF14_0352),PF10_0154 PF14_0053 PF14_0352,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Redox RedoxMetabolism,0,0,1000,0,,1.17.4.1,or to and (subunits),Plasmodb,,,
GPIMTer_L,GPIMTer L,0.1 dolmanp_L_c + gacpail_c => 0.1 dolp_c + h_c + mgacpail_c,,,,Lipids GPIAnchorBiosynthesis ; Lipids DolicholMetabolism,0,0,1000,0,,,Added Dolichol,,,,
ADCS,aminodeoxychorismate synthase,chor_c + gln_L_c => 4adcho_c + glu_L_c,(PFI1100w),PFI1100w,,"Cofactors FolateBiosynthesis, Cofactors ShikimateBiosynthesis",0,0,1000,0,,2.6.1.85,Added Shikimate annotation,direction?,,,
PFK_2,6-phosphofructokinase,atp_c + tag6p_D_c => adp_c + h_c + tagdp_D_c,(PF11_0294) or (PFI0755c),PF11_0294 PFI0755c,,Carbohydrates Glycolysis ; Carbohydrates MannoseFructoseMetabolism ; Carbohydrates PentosePhosphateCycle,0,0,1000,0,,2.7.1.11,Added subsystems,MPMP,,,
PROTRS,Proline-tRNA ligase,atp_c + pro_L_c + trnapro_c => amp_c + ppi_c + protrna_c,(PFI1240c) or (PFL0670c),PFI1240c PFL0670c,,AminoAcids ArgProMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.15,added tRNA,,,,
ASPTRS,Aspartate-tRNA ligase,asp_L_c + atp_c + trnaasp_c => amp_c + asptrna_c + ppi_c,(PFA0145c) or (PFE0715w),PFA0145c PFE0715w,,AminoAcids AsnAspMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.12,Added trna,,,,
GLYTRS,glycine-tRNA ligase,atp_c + gly_c + trnagly_c => amp_c + glytrna_c + ppi_c,(PF14_0198),PF14_0198,,AminoAcids GlySerMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.14,added tRNA,,,,
LYSTRS,Lysine-tRNA ligase,atp_c + lys_L_c + trnalys_c => amp_c + lystrna_c + ppi_c,(PF13_0262) or (PF14_0166),PF13_0262 PF14_0166,,AminoAcids LysMetabolism ; AminoAcids tRNA,0,0,1000,0,,6.1.1.6,added tRNA annotation,,,,
GP4GH1,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical),gp4g_c + h2o_c => gmp_c + gtp_c + 2 h_c,(PFE1035c),PFE1035c,,Nucleotides PurineMetabolism,0,0,1000,0,,3.6.1.17,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism,Expasy,,,
AP4AH1,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical),ap4a_c + h2o_c => amp_c + atp_c + 2 h_c,(PFE1035c),PFE1035c,,Nucleotides PurineMetabolism,0,0,1000,0,,3.6.1.17,Removed pyrimidine association,Expasy,,,
OMMBLHX_mt,OMMBLHX mt,2ommbl_m + 0.5 o2_m => 2omhmbl_m,(PF08_0068),PF08_0068,,Cofactors UbiquinoneMetabolism,0,0,1000,0,,1.14.13.8,Added EC,MPMP,,,
OPHBDC_mt,OPHBDC mt,3ophb_m + h_m => 2oph_m + co2_m,,,,Cofactors UbiquinoneMetabolism,0,0,1000,0,,4.1.1.-,EC added,MPMP,,,
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",35cgmp_c + h2o_c => gmp_c + h_c,(MAL13P1_118) or (MAL13P1_119) or (PF14_0672) or (PFL0475w),MAL13P1_118 MAL13P1_119 PF14_0672 PFL0475w,,Nucleotides PurineMetabolism,0,0,1000,0,,3.1.4.35,switched to GMP specific EC,Expasy,,,
cys_br,cystine breakdown,Lcystin_c + h_c + nadh_c  <=> 2 cys_L_c + nad_c,,,,AminoAcids MetPolyamineMetabolism,1,-1000,1000,0,,,Gap filled; no genetic evidence but cystine is incorporated,PMCID:�PMC2366754,,,
progly_ex,progly import,progly_e <=>,,,,Exchange,1,-1000,1000,0,,,,,,,
progly_t,progly transport,progly_c <=> progly_e,,,,Transport e,1,-1000,1000,0,,,,,,,
FLDO_ap,ferredoxin oxidization,2 fldox_ap + h_ap + nadph_ap => 2 fldrd_ap + nadp_ap,,,,Others BiosynthesisCytochrome,0,0,1000,0,,,Fldrd must be reoxidized,,,,
FLDR_ap,ferredoxin-NADP+ reductase,2 fldrd_ap + nadp_ap => 2 fldox_ap + h_ap + nadph_ap,(PF07_0085) or (PF11_0407) or (PFF1115w),PF07_0085 PF11_0407 PFF1115w,,Others BiosynthesisCytochrome,0,0,1000,0,,1.18.1.2,Changed stoichiometry and direction of reaction,EXPASY,,,
CYOOm_mt,cytochrome-c oxidase,4 focytc_m + 6 h_m + o2_m => 4 ficytc_m + 2 h2o_m + 6 h_c,(mal_mito_2) and (mal_mito_1) and (PF14_0288) and (PFI1365w) and (PFI1375w) and (PF14_0331) and (PF14_0721),mal_mito_2 mal_mito_1 PF14_0288 PF14_0331 PF14_0721 PFI1365w PFI1375w,,Others MitochondrialElectronFlow,0,0,1000,0,,1.9.3.1,"Change Gene IDs; remove cytoB (mal_mito_3), add mal_mito_2; or to and relationship",PlasmoDB,,,
CYOR_u6m_mt,ubiquinol-cytochrome-c reductase,2 ficytc_m + q8h2_m => 2 focytc_m + q8_m + 2 h_m,(PF14_0248) and (PF14_0373) and (PF10_0120) and (PF3D7_0211300) and (mal_mito_3),PF14_0248 PF14_0373 PF10_0120 PF3D7_0211300 mal_mito_3,,Others MitochondrialElectronFlow,0,0,1000,0,,1.10.2.2,"Add h+; or to and relationship; added PF10_0120, PF3D7_0211300 mal_mito_3",PlasmoDB,,,
